type,model,magnitude,detected,score
spike,pca,0.1,False,0.0018128876199101757
spike,pca,0.1,False,0.0011724579059005182
spike,pca,0.1,False,0.0010938122933578176
spike,pca,0.1,False,0.00035417813297431854
spike,pca,0.1,False,0.002469175093018315
spike,pca,0.1,False,0.0009212840949787118
spike,pca,0.1,False,0.00015462014005053804
spike,pca,0.1,False,0.001048977765556667
spike,pca,0.1,False,0.0010554160816881757
spike,pca,0.1,False,0.0010610330468081416
spike,pca,0.1,False,0.0012101503168995627
spike,pca,0.1,False,0.001020488330791549
spike,pca,0.1,False,0.0013177617137392341
spike,pca,0.1,False,0.0032985003259502375
spike,pca,0.1,False,0.00038501151899094835
spike,pca,0.1,False,0.0005767963068591729
spike,pca,0.1,False,0.0009806320976678301
spike,pca,0.1,False,0.00102547650443637
spike,pca,0.1,False,0.0010416321350422892
spike,pca,0.1,False,0.0007583782241178001
spike,pca,0.1,False,0.0010719237345481125
spike,pca,0.1,False,0.00036067968712515667
spike,pca,0.1,False,0.0030053980504159555
spike,pca,0.1,False,0.0010479438264985974
spike,pca,0.1,False,0.0010305543914992947
spike,pca,0.1,False,0.0034800066333209845
spike,pca,0.1,False,0.0021888361242929396
spike,pca,0.1,False,0.0012766517828828247
spike,pca,0.1,False,0.0035612359466454025
spike,pca,0.1,False,0.0011119561072668322
spike,pca,0.1,False,0.0031980186912922972
spike,pca,0.1,False,0.001365974895877658
spike,pca,0.1,False,0.0005323846197660854
spike,pca,0.1,False,0.0008025578024694671
spike,pca,0.1,False,0.0016395986469868028
spike,pca,0.1,False,0.006215653477705626
spike,pca,0.1,False,0.005464980954983605
spike,pca,0.1,False,0.0008687629607324946
spike,pca,0.1,False,0.0020167988550178536
spike,pca,0.1,False,0.0019303766812886008
spike,pca,0.1,False,0.0012880694912996218
spike,pca,0.1,False,0.006178294744720103
spike,pca,0.1,False,0.0009622712554063324
spike,pca,0.1,False,0.0002190885029667813
spike,pca,0.1,False,0.0011184637341011745
spike,pca,0.1,False,0.0012763206641946989
spike,pca,0.1,False,0.006246762099343591
spike,pca,0.1,False,0.001287043760154764
spike,pca,0.1,False,0.0006268022313813554
spike,pca,0.1,False,0.006063345844672207
spike,pca,0.1,False,0.005574834332364889
spike,pca,0.1,False,0.0063076549419655735
spike,pca,0.1,False,0.0010568895883962294
spike,pca,0.1,False,0.0014595098035657754
spike,pca,0.1,False,0.0052797075095916525
spike,pca,0.1,False,0.0009405869425534967
spike,pca,0.1,False,0.00613377349593264
spike,pca,0.1,False,0.002090062296927069
spike,pca,0.1,False,0.004913986226050314
spike,pca,0.1,False,0.0008689578460728331
spike,pca,0.1,False,0.003257999728625581
spike,pca,0.1,False,0.001040019974094393
spike,pca,0.1,False,0.005828979589743402
spike,pca,0.1,False,0.006020384318037775
spike,pca,0.1,False,0.0016294013731349907
spike,pca,0.1,False,0.0009046908200810068
spike,pca,0.1,False,0.000666858549946387
spike,pca,0.1,False,0.0008853386421203736
spike,pca,0.1,False,0.00619582702551601
spike,pca,0.1,False,0.0010470312614824326
spike,pca,0.1,False,0.0017445831990175371
spike,pca,0.1,False,0.0008475920673811652
spike,pca,0.1,False,0.002019596667748373
spike,pca,0.1,False,0.0020371561518839863
spike,pca,0.1,False,0.0010414939855535237
spike,pca,0.1,False,0.0061204660387347365
spike,pca,0.1,False,0.0006334984211458458
spike,pca,0.1,False,0.0013329575514056577
spike,pca,0.1,False,0.00016457306981205137
spike,pca,0.1,False,0.00030835554080294313
spike,pca,0.1,False,0.006001072279483674
spike,pca,0.1,False,0.0016549376315319639
spike,pca,0.1,False,0.0038536484874232132
spike,pca,0.1,False,0.0012097140048150815
spike,pca,0.1,False,0.006750049619982773
spike,pca,0.1,False,0.004860919173847993
spike,pca,0.1,False,0.0008190449195267212
spike,pca,0.1,False,0.005138152207517753
spike,pca,0.1,False,9.111471670684143e-05
spike,pca,0.1,False,0.006631696196385502
spike,pca,0.1,False,0.0015383790763055544
spike,pca,0.1,False,0.0002406034791905395
spike,pca,0.1,False,0.00025050771106887286
spike,pca,0.1,False,0.001084502564470142
spike,pca,0.1,False,0.006316995876135684
spike,pca,0.1,False,0.0009925521826231443
spike,pca,0.1,False,0.0070410369373531305
spike,pca,0.1,False,0.0029885033072153564
spike,pca,0.1,False,0.0007350162732818162
spike,pca,0.1,False,0.00012086095781775926
spike,pca,0.1,False,0.0032061713160793093
spike,pca,0.1,False,0.004150350179710463
spike,pca,0.1,False,0.00044220281384084996
spike,pca,0.1,False,0.004752895005052705
spike,pca,0.1,False,0.0010046014438661616
spike,pca,0.1,False,0.005266769517040862
spike,pca,0.1,False,0.0007556531933252475
spike,pca,0.1,False,0.005029768814436478
spike,pca,0.1,False,0.005983402593385373
spike,pca,0.1,False,0.0002425181896910791
spike,pca,0.1,False,0.0065263791774311545
spike,pca,0.1,False,0.00039665377567460225
spike,pca,0.1,False,0.00017801851768948753
spike,pca,0.1,False,0.0007522567347134612
spike,pca,0.1,False,0.0013380693881669503
spike,pca,0.1,False,0.0048828070154963935
spike,pca,0.1,False,0.0021549997059289875
spike,pca,0.1,False,0.001471542936396963
spike,pca,0.1,False,0.001747618089076549
spike,pca,0.1,False,0.001708541698451548
spike,pca,0.1,False,0.0011072690643241499
spike,pca,0.1,False,0.000434759518149668
spike,pca,0.1,False,0.005665141803132509
spike,pca,0.1,False,0.001370647371890421
spike,pca,0.1,False,0.0010038431653457574
spike,pca,0.1,False,0.0008394014596710107
spike,pca,0.1,False,0.0005440044729473762
spike,pca,0.1,False,0.004812567361776055
spike,pca,0.1,False,0.0007092995817085123
spike,pca,0.1,False,0.0010682698584295641
spike,pca,0.1,False,0.0034852989203284944
spike,pca,0.1,False,0.00018544255620401678
spike,pca,0.1,False,0.0008621480803683749
spike,pca,0.1,False,0.005908918839816424
spike,pca,0.1,False,0.0010257162393458874
spike,pca,0.1,False,0.007392825646850519
spike,pca,0.1,False,0.003226138505763099
spike,pca,0.1,False,0.0006992464407944275
spike,pca,0.1,False,2.528280958424733e-05
spike,pca,0.1,False,0.0049810148694377525
spike,pca,0.1,False,0.0007221396789274141
spike,pca,0.1,False,0.0017483027726943913
spike,pca,0.1,False,0.005338103066627098
spike,pca,0.1,False,0.0012593287421570904
spike,pca,0.1,False,0.00028656849870703103
spike,pca,0.1,False,0.0007934021831489475
spike,pca,0.1,False,0.00017622057671858182
spike,pca,0.1,False,0.0009883723788800178
spike,pca,0.1,False,0.0001687005712821406
spike,pca,0.1,False,0.0010388969983666876
spike,pca,0.1,False,0.0010346722038094794
spike,pca,0.1,False,0.0011865361011884567
spike,pca,0.1,False,0.0007202671274092979
spike,pca,0.1,False,0.00015562088309106756
spike,pca,0.1,False,0.0010358836670690493
spike,pca,0.1,False,0.001999637948488315
spike,pca,0.1,False,0.0013067092087419108
spike,pca,0.1,False,0.002729205969482315
spike,pca,0.1,False,0.006190769326206057
spike,pca,0.1,False,2.107532621442897e-05
spike,pca,0.1,False,0.0007215778059846203
spike,pca,0.1,False,0.0012820014155998387
spike,pca,0.1,False,0.007360134153731113
spike,pca,0.1,False,0.0010483890085964294
spike,pca,0.1,False,0.0010845757057318106
spike,pca,0.1,False,0.0036225679405715596
spike,pca,0.1,False,0.005931926317387171
spike,pca,0.1,False,0.0008430004068473364
spike,pca,0.1,False,0.0009351642463707099
spike,pca,0.1,False,0.00689261146423237
spike,pca,0.1,False,0.0012970567040190947
spike,pca,0.1,False,0.00040099653295950176
spike,pca,0.1,False,0.0014116396562964568
spike,pca,0.1,False,0.00342306411901799
spike,pca,0.1,False,0.004920738824666027
spike,pca,0.1,False,0.0066571790058913855
spike,pca,0.1,False,0.0007332710959536252
spike,pca,0.1,False,0.001011601773329873
spike,pca,0.1,False,0.0010009436527807854
spike,pca,0.1,False,0.0015062363431978388
spike,pca,0.1,False,0.005948519789533454
spike,pca,0.1,False,0.0007276938028597578
spike,pca,0.1,False,0.0002952900447581243
spike,pca,0.1,False,0.00021451130167519467
spike,pca,0.1,False,0.00100051341997497
spike,pca,0.1,False,0.001751064802037982
spike,pca,0.1,False,0.0013574889414027017
spike,pca,0.1,False,0.0009048757293755128
spike,pca,0.1,False,2.5724003360603045e-05
spike,pca,0.1,False,0.0001934667557852531
spike,pca,0.1,False,0.0001276145840489533
spike,pca,0.1,False,0.005098940548526117
spike,pca,0.1,False,0.0010556833166469634
spike,pca,0.1,False,0.005869508943241547
spike,pca,0.1,False,0.0055131004830078845
spike,pca,0.1,False,0.0013059294790948518
spike,pca,0.1,False,0.000979042759831098
spike,pca,0.1,False,0.0014084335419036515
spike,pca,0.1,False,0.0016888510855886947
spike,pca,0.1,False,0.005734132372316174
drift_end,pca,0.1,False,0.0013158714440141591
drift_end,pca,0.1,False,0.002118815279592013
drift_end,pca,0.1,False,0.002145214045705368
drift_end,pca,0.1,False,0.001075832133575381
drift_end,pca,0.1,False,0.00021810144781704002
drift_end,pca,0.1,False,0.006091840491840488
drift_end,pca,0.1,False,0.0046030588389136
drift_end,pca,0.1,False,0.00040886312001300857
drift_end,pca,0.1,False,0.005142712369292199
drift_end,pca,0.1,False,0.0009482068892994633
drift_end,pca,0.1,False,0.0063409925089624635
drift_end,pca,0.1,False,0.0036618662074107714
drift_end,pca,0.1,False,0.0015165512275057233
drift_end,pca,0.1,False,0.0010682395140660193
drift_end,pca,0.1,False,0.005799250068375855
drift_end,pca,0.1,False,0.006876697610391122
drift_end,pca,0.1,False,0.0003307533248574252
drift_end,pca,0.1,False,0.00023637240309619666
drift_end,pca,0.1,False,0.00032850729536120806
drift_end,pca,0.1,False,0.0016135565200817424
drift_end,pca,0.1,False,0.004679637688767743
drift_end,pca,0.1,False,0.0014810091163602007
drift_end,pca,0.1,False,0.0012907510089573725
drift_end,pca,0.1,False,0.00044096836302107866
drift_end,pca,0.1,False,0.005235929849405296
drift_end,pca,0.1,False,0.003056293881067753
drift_end,pca,0.1,False,0.005055476231466488
drift_end,pca,0.1,False,0.0046137901197417265
drift_end,pca,0.1,False,0.0016332968931165846
drift_end,pca,0.1,False,0.0017228977423431782
drift_end,pca,0.1,False,0.00411429599879171
drift_end,pca,0.1,False,0.0009138059490174469
drift_end,pca,0.1,False,0.006702101485973941
drift_end,pca,0.1,False,0.0037600373317505744
drift_end,pca,0.1,False,0.00011470122200515684
drift_end,pca,0.1,False,0.0013197148532947099
drift_end,pca,0.1,False,0.0012550736303304979
drift_end,pca,0.1,False,0.0047368053159901075
drift_end,pca,0.1,False,0.005320922770958194
drift_end,pca,0.1,False,0.001455334504242158
drift_end,pca,0.1,False,0.0014819013883043087
