type,feature,magnitude,mae_normal,mae_anomaly,snr,maha_dist,is_freeze,detected_recon,detected_maha,detected
spike,dynamic_tensile_strength,0.25,0.012446453794836998,0.014535789377987385,1.1678658395173764,1.2907061930002077,True,False,False,True
spike,dynamic_tensile_strength,0.25,0.01671178825199604,0.017256969586014748,1.0326224993504864,0.8730921875562054,True,False,False,True
spike,dynamic_tensile_strength,0.25,0.008790521882474422,0.01324036717414856,1.5062092836986691,1.6857391597706584,True,False,False,True
spike,dynamic_tensile_strength,0.25,0.005579336546361446,0.012173234485089779,2.1818422678205818,1.2974472636562469,True,False,False,True
spike,dynamic_tensile_strength,0.25,0.010959096252918243,0.017730509862303734,1.6178805108771497,3.361610330266591,True,False,False,True
spike,dynamic_tensile_strength,0.25,0.022890714928507805,0.02758208103477955,1.2049461939470918,5.489302299074373,True,False,False,True
spike,dynamic_tensile_strength,0.25,0.0869065523147583,0.09112997353076935,1.0485972582610044,74.1732283306423,True,True,True,True
spike,dynamic_tensile_strength,0.25,0.01934020407497883,0.022691594436764717,1.1732861336678229,4.323355275363688,True,False,False,True
spike,dynamic_tensile_strength,0.25,0.035558734089136124,0.03934795409440994,1.10656225525951,85.30256401571039,True,True,True,True
spike,dynamic_tensile_strength,0.25,0.023595990613102913,0.02805451489984989,1.1889525712609235,5.76156202764697,True,False,False,True
spike,dynamic_tensile_strength,0.25,0.010110634379088879,0.015416529029607773,1.524783403968133,2.8574063376749392,True,False,False,True
spike,dynamic_tensile_strength,0.25,0.007195647805929184,0.012829951010644436,1.7830151744027043,2.4563804545806023,True,False,False,True
spike,dynamic_tensile_strength,0.25,0.004715065937489271,0.010606668889522552,2.2495266833201106,1.9855064485130147,True,False,False,True
spike,dynamic_tensile_strength,0.25,0.006306127179414034,0.012098799459636211,1.9185781061558493,2.2886725408394093,True,False,False,True
spike,dynamic_tensile_strength,0.25,0.009362881071865559,0.012556568719446659,1.341100808818022,1.3898174101809904,True,False,False,True
spike,dynamic_tensile_strength,0.25,0.01654578000307083,0.017480764538049698,1.056508878898212,0.8182814319771166,True,False,False,True
spike,dynamic_tensile_strength,0.25,0.007235835772007704,0.012786277569830418,1.7670765624917006,2.535742053744053,True,False,False,True
spike,dynamic_tensile_strength,0.25,0.005398638546466827,0.011276490986347198,2.088765306386711,4.723105890499016,True,False,False,True
spike,dynamic_tensile_strength,0.25,0.006925197783857584,0.012765873223543167,1.8433944818017365,2.46852325156177,True,False,False,True
spike,dynamic_tensile_strength,0.25,0.07922632992267609,0.08341307938098907,1.0528454165370753,78.95739273907625,True,True,True,True
